time,gInt,aInt,gx,gy,gz,ax,ay,az
486422416,4994,4994,0.0007025709,0.0023238831,0.0006108131,0.0570138283,0.0477875583,-9.8153343201
486432078,4999,4999,0.0057747574,0.0111026177,0.0009047271,0.0729588717,0.0804093927,-9.7532749176
486429831,4994,4994,0.0013913582,-0.0049498514,-0.0010841835,0.0278163664,0.0562169515,-9.7527389526
486443343,5015,5015,0.0055638826,0.0136842541,0.0026016384,-0.0113548199,0.0698591247,-9.8383769989
486442130,4977,4977,-0.0029831403,-0.0010308636,-0.0014232504,-0.0424671583,0.0090985522,-9.7666339874
486448313,5000,5000,0.0024827593,0.0064685852,0.0001175065,-0.0333773233,0.0079188133,-9.780292511
486449022,5014,5014,0.0047521726,0.0016957648,-0.0010479805,-0.0474749766,-0.0485882796,-9.7970104218
486461319,4982,4982,0.0024246941,0.0052264426,-0.0009316036,-0.0256857835,-0.0323413871,-9.7078857422
486462081,5007,5007,0.0041464199,0.0039707427,0.0008255532,-0.0599799678,-0.042431321,-9.8426160812
486461564,4996,4996,8.7032e-06,-0.0003165375,-0.0017453431,-0.0057703406,-0.0701153278,-9.8029146194
486470113,4989,4989,0.0029223915,0.011837339,0.0029846663,0.037683595,-0.070028089,-9.7537736893
486481046,5005,5005,0.0085410029,-0.0073563922,-0.0002679007,0.0263987817,-0.0109069347,-9.7490644455
486482668,5002,5002,0.004191563,0.0104097296,0.0015809458,0.1187247634,-0.0407805443,-9.7704544067
486492223,4986,4986,0.0043448559,-0.0033881597,-0.0012402065,0.0798575208,0.0251500718,-9.7997493744
486490197,4997,4997,0.0067495494,0.00682949,-0.0005609577,0.0765035823,0.069342345,-9.8068065643
486501555,5001,5001,0.0035245467,0.0009953179,0.0002021802,0.0822553784,0.0132742329,-9.7719068527
486500275,5001,5001,0.0001484644,0.0034960103,-0.0020272881,0.0590375066,0.1084967479,-9.7817144394
486501755,4991,4991,0.0062614619,0.0065866737,0.0009658604,0.0601370819,0.0441263989,-9.744260788
486510793,5000,5000,0.0025332985,-0.0029085956,-0.0020494258,0.0078797424,0.0881495029,-9.8175067902
486511886,4998,4998,0.0007425081,0.0126890633,0.0018156077,-0.0168237444,0.0132294074,-9.7868757248
486519891,4996,4996,0.0037577569,-0.00446006,-0.0010283091,-0.0452713706,0.0381519236,-9.7984390259
486521141,4998,4998,0.0040977984,0.0096232919,-0.0004408497,-0.0860577822,-0.0429972149,-9.8272781372
486528947,5001,5001,0.0056146979,0.0020591659,-0.0001476984,-0.0475707203,-0.0079502538,-9.7157020569
486539536,4993,4993,0.0070481277,0.0078134164,0.0018420918,-0.0080515966,-0.0347016752,-9.8127613068
486544093,4997,4997,-0.0010594742,-0.0004307014,-0.0018914392,0.0208876431,-0.0916615129,-9.7996435165
486551288,5009,5009,0.0091423364,0.0085540125,0.0017566046,0.0383179225,0.0047411877,-9.783706665
486561791,4993,4993,0.0030670348,-0.004581105,-0.0011043758,0.1031212807,-0.0724449009,-9.7598342896
486560762,5008,5008,0.0024049319,0.0088595059,0.0002712672,0.1236923486,0.0648825392,-9.8062181473
486562168,4994,4994,0.0071859355,0.0009047303,-0.001198378,0.0895133466,0.0442602374,-9.808473587
486568553,4999,4999,0.0022446983,0.0039501037,-0.0007067495,0.1022480279,0.0479811095,-9.7698202133
486582764,4994,4994,0.0051181871,0.0086091878,0.0008638479,0.0373898298,0.0755108148,-9.8062496185
486581672,5000,5000,0.0023490891,-0.0006342289,-0.0019104251,0.0523316078,0.0624770075,-9.7333259583
486591468,4995,4995,0.006283538,0.009680476,0.0024365254,-0.0069002993,0.0732057542,-9.8132562637
486589909,5001,5001,-0.0015423367,-0.0015000945,-0.0017074054,-0.0100929197,0.0182107259,-9.8002338409
486610330,4994,4994,0.0027313747,0.0089588966,0.0019112286,-0.0433978215,0.03873026,-9.8012266159
486610622,4998,4998,0.0070522232,-0.0023903004,-0.0002185193,-0.0893955603,-0.0338567197,-9.7806806564
486611560,4996,4996,0.0026510812,0.0095032519,0.0006688146,-0.0449580327,-0.0332624316,-9.7351465225
486610422,4999,4999,0.0043146862,-0.0007846924,0.0006201064,-0.0294872485,-0.0161537305,-9.8117742538
486616278,4780,4780,0.0035616425,0.0024673583,-0.0025129833,-0.0029543682,-0.0353573747,-9.8099689484
486615503,4999,4999,0.0041492861,0.0104449596,0.0007703059,0.003566121,-0.1001802161,-9.8044996262
486624568,4993,4993,0.0052878768,-0.0062414436,-0.0014866594,0.03508012,0.0134073505,-9.7557296753
486624742,4988,4988,0.0067443424,0.0115603488,0.0017401059,0.0718614683,-0.0753622055,-9.7768507004
486636146,4997,4997,0.0018430301,-0.0027354336,-0.0028935652,0.1119482666,0.0466287993,-9.7874574661
486637023,4995,4995,0.006897673,0.0105018569,0.0002875618,0.0898073018,0.0385989137,-9.8144407272
486644028,4992,4992,0.0035114533,-0.0028261971,-0.0006448391,0.1322575063,0.0288060904,-9.7570610046
486645324,4998,4998,0.0004080751,0.0066444292,-0.0011726713,0.0501271151,0.0860790312,-9.8213357925
486654798,4996,4996,0.0058941236,0.003518505,0.0005849836,0.0750174969,0.0392439589,-9.7241458893
486655320,4994,4994,0.0022468052,0.000201648,-0.0025594553,-0.0160248931,0.1138923019,-9.8382148743
486659875,4999,4999,0.0019528971,0.013533527,0.0016551416,-0.0262333974,-0.0065629939,-9.7995386124
486674535,4991,4991,0.001408254,-0.0045536077,-0.0017083706,-0.0281117968,0.0163277108,-9.7617950439
486674924,5000,5000,0.0042064367,0.0114374012,0.0009041578,-0.0724755749,-0.0377944522,-9.8163032532
486675971,4997,4997,0.0044165915,0.0004233842,-0.0008284379,-0.0237057693,-0.0317834578,-9.7024202347
486680258,4985,4985,0.0006651853,0.0029999861,-0.0006036598,-0.0533898696,-0.0430923179,-9.8217487335
486685321,4996,4996,0.0062559508,0.0045740809,0.000898289,-0.0074836463,-0.0522456579,-9.7994003296
486693953,4996,4996,-0.0019789105,0.0027079885,-0.0012170894,0.0280738864,-0.0992667452,-9.7980966568
486695134,4995,4995,0.0102178575,0.0059877448,0.0017171316,0.0639792532,0.0165099371,-9.7543878555
486697812,4993,4993,0.0033274607,-0.0032791737,-0.002930722,0.0699939057,-0.0711900368,-9.7975902557
486706377,4998,4998,0.003348869,0.009859602,0.0015537183,0.0995704457,0.0401879922,-9.8075590134
486713587,4994,4994,0.0052971137,-0.0016050402,-0.0009253097,0.0660074428,0.0578320473,-9.7998628616
486714380,4998,4998,0.005331655,0.0048802313,0.0014902281,0.1542618126,0.0254091062,-9.7614393234
486719419,4992,4992,0.0016015111,0.0053034732,0.0004529935,0.0478131846,0.0742128119,-9.8228998184
486726912,4995,4995,0.0036196993,5.6327e-06,-0.0011481516,0.0795671865,0.0576500967,-9.7272405624
486734857,5012,5012,0.0070969658,0.0080299787,0.0014294843,-0.0150942337,0.0941462889,-9.8233699799
486735696,4979,4979,-0.0009751297,-0.000380548,-0.0024786075,-0.0273742117,0.0147230597,-9.8203763962
486743819,4995,4995,0.0026288321,0.008709969,7.85955e-05,-0.0211743936,0.0497275479,-9.7558221817
486746363,4995,4995,0.0050142882,-0.0035042525,-0.0022347029,-0.0562798195,-0.0545030124,-9.8152475357
486754887,4996,4996,0.0034302769,0.0107915672,0.0006891225,-0.0301923379,-0.0187670309,-9.7191362381
486756113,4991,4991,0.0040018042,-0.003128252,0.0001199628,-0.0385241583,-0.0411874689,-9.8059768677
486764452,5000,5000,0.0022215373,0.0041702897,-0.0008067291,-0.0381000526,-0.0412861928,-9.815155983
486767292,4991,4991,0.0033931341,0.0082605267,0.0012137991,0.0151854968,-0.1143666208,-9.7952375412
486784594,4997,4997,0.0054216809,-0.0040462739,-0.0016400605,0.0585746132,-0.0061549461,-9.7680597305
486786330,4995,4995,0.0076409164,0.0094759027,0.0013883057,0.0563651323,-0.0687163547,-9.7718906403
486785419,4996,4996,0.0001128252,-0.0047786003,-0.0020290443,0.112614803,0.0416792631,-9.800359726
486786360,4991,4991,0.0074642953,0.0140622035,-0.0001452204,0.0621701516,0.0619962476,-9.8323307037
486793204,4998,4998,0.0051187011,-0.0040219575,-0.0006303329,0.1105260402,0.0357698314,-9.7482538223
486796037,4997,4997,0.0010063407,0.0096292337,-0.0007578639,0.0220155325,0.0869550556,-9.8264904022
486805943,4993,4993,0.0071240794,0.0031984174,0.0007908845,0.0897857994,0.0552393049,-9.7234506607
486806217,4996,4996,0.0018090333,0.000463103,-0.000388573,0.0234327577,0.1242574304,-9.7872304916
486814898,4992,4992,0.0033474583,0.0119018843,0.0026176681,-0.0339313447,-0.0079098502,-9.8235111237
486816057,4997,4997,-0.0007713989,-0.0040558763,-0.0022951246,-0.0395557955,0.0432840809,-9.761721611
486825176,4995,4995,0.004613949,0.0107047148,0.0016449838,-0.0563505888,-0.0497541316,-9.7987890244
486824887,4997,4997,0.0045518787,-0.00185225,-0.0012718211,-0.0439405628,-0.0349085554,-9.7363185883
486835177,4991,4991,0.0022436378,0.0050673652,0.0014380101,-0.034735959,-0.0708688423,-9.7764043808
486835783,4998,4998,0.0065081869,0.0022346445,0.0003347751,-0.0321281105,-0.0308774747,-9.8161354065
486845266,4995,4995,0.0004268207,0.005091018,-0.001911359,0.0146963615,-0.1177570298,-9.8011379242
486846335,4997,4997,0.0067931139,0.0045031458,0.0014172089,0.0517538264,0.0315250978,-9.7720375061
486855419,4993,4993,0.0048253159,-0.0011924841,-0.0020535483,0.0609232597,-0.0504562333,-9.7610874176
486853855,4996,4996,0.0032540511,0.009350202,4.83995e-05,0.1196389273,0.0388872474,-9.7843780518
486862869,4994,4994,0.0063993814,-0.0019938131,-0.0039464487,0.0479006916,0.047005523,-9.8231506348
486863174,4994,4994,0.0034614336,0.0086439559,0.0001987143,0.1302137971,0.0170592144,-9.745057106
486875840,4996,4996,0.0046227141,0.0017469147,-0.00180498,0.0344607048,0.1015796736,-9.8471260071
486876788,4994,4994,0.0034389687,0.0038961673,-0.0010507053,0.0997677967,0.0439347103,-9.712647438
486884428,4995,4995,0.0067635449,0.0059323213,0.0001819473,-0.0080719106,0.1017580032,-9.8182163239
486883566,4996,4996,-4.26883e-05,0.0012816974,-0.0018952865,-0.0066985199,0.0101322467,-9.8320074081
486891474,4995,4995,0.0020569873,0.0105190957,0.0023699254,-0.0459343977,0.0458621569,-9.7618579865
486895149,4995,4995,0.0036257119,-0.0041023395,-0.0010776535,-0.0360367857,-0.0324733183,-9.7902193069
486904461,4995,4995,0.0026584605,0.0132193994,0.0013962443,-0.0449887626,-0.0395791493,-9.7390937805
