time,gInt,aInt,gx,gy,gz,ax,ay,az
293461022,4998,4998,0.0056246491,0.0067158225,0.0005940478,-0.0424914584,-0.025592437,-9.8117551804
293460918,4992,4992,-0.0005348288,0.0015399482,-0.0018416666,-0.0012631227,-0.0045054215,-9.7558002472
293463903,4996,4996,0.0047355355,0.0092264898,0.0015372995,-0.0261876862,-0.0430278704,-9.7645950317
293471299,4995,4995,0.004348062,-0.0035160936,-0.0019897404,0.0323273055,-0.0275251865,-9.7718153
293478629,4996,4996,0.0040255897,0.0112999063,0.0010761588,0.0189477708,-0.0692866147,-9.8074121475
293478974,4995,4995,0.0052252412,-0.001673799,-0.0020335454,0.0938865617,-0.0334365256,-9.7550840378
293487380,4999,4999,0.0032094738,0.007051243,-0.0005894804,0.1015331075,-0.074568525,-9.7991342545
293491610,4989,4989,0.0090100113,0.0039857337,-0.0004297458,0.1239721403,0.0179337859,-9.7927503586
293499453,4999,4999,0.0032994936,0.0021064091,-0.002438688,0.1376279145,-0.0215659756,-9.7463912964
293501300,4993,4993,0.0067336876,0.007691775,0.0006620841,0.1246801317,0.0337256044,-9.8035802841
293510071,4999,4999,0.001822394,0.0013688306,-0.0015586487,0.0685962588,0.0489371233,-9.8024892807
293510874,4995,4995,0.0088913264,0.0110793076,0.0003741612,0.0988531336,0.0599721782,-9.7644767761
293516479,4997,4997,0.0031835337,-0.0016173562,-0.0018734057,0.0023746977,0.0577355288,-9.8207702637
293519575,4999,4999,0.0036076633,0.0112879304,0.0001824659,0.0375780277,0.0585849211,-9.7936868668
293528875,4997,4997,0.0047983145,0.0020280497,0.0003622555,0.0078356229,0.0246994235,-9.7651805878
293529901,4996,4996,0.0043536671,0.0036081795,-0.000788923,-0.019709751,0.0434420556,-9.8076181412
293538975,4987,4987,0.0052308934,0.0084022917,0.0021609711,-0.0120844357,-0.008127966,-9.7933797836
293538402,4997,4997,0.0003241785,-0.0008315411,-0.0021093145,-0.0098642558,-0.0318835676,-9.7742729187
293550040,4992,4992,0.0068841148,0.0114339106,0.001560798,-0.0141112069,-0.0303407963,-9.773938179
293550675,4998,4998,0.0063010491,-0.0045236987,-0.0020827763,0.0494832322,-0.0945882872,-9.7732563019
293559296,4995,4995,0.0049966839,0.0122924121,0.0011234421,0.0344330482,-0.0214231145,-9.795258522
293559421,4995,4995,0.0055670738,-0.0030757573,-0.001540043,0.0665952191,-0.0589397661,-9.7831745148
293568037,4995,4995,0.0032095595,0.0069500236,-0.0020434128,0.0938578025,0.0135424519,-9.8217306137
293568926,4997,4997,0.0089503191,0.004839316,0.0006424999,0.1205920279,-0.0403215475,-9.7706718445
293579829,4992,4992,0.0041259052,0.0012491721,-0.0026576463,0.141925633,0.0486153439,-9.7460660934
293580016,4998,4998,0.0041469848,0.0095878644,0.0003319355,0.1024101004,-0.0207557287,-9.824836731
293590301,4996,4996,0.0057396162,-0.0012605354,-0.0023170731,0.0891820714,0.1094083712,-9.8042955399
293590865,4992,4992,0.0071454509,0.0116465455,7.61033e-05,0.0766790733,0.0123381289,-9.7905950546
293600197,4996,4996,0.0051958323,-0.0014001065,-0.0014345035,0.033557903,0.1253361851,-9.7685613632
293601638,4998,4998,0.001750981,0.0105422474,-0.0008922485,0.004964991,0.0174633637,-9.7747621536
293611396,4994,4994,0.003452366,0.0048087533,-0.0019371777,-0.0417707935,-0.0107713882,-9.8306856155
293619914,4998,4998,0.0044649621,0.0075883432,0.00175296,0.0100169433,-0.0264527127,-9.7556715012
293630564,4995,4995,-0.0011422753,-0.00247922,-0.0016588961,-0.0085759694,-0.018152779,-9.7944335938
293630732,4995,4995,0.0089894813,0.0108994571,0.0023421869,0.0481791645,-0.0662767589,-9.7541189194
293640819,4996,4996,0.0044382741,-0.0015761008,-0.0015935975,0.0201753676,-0.0706737787,-9.7659769058
293639856,4996,4996,0.0048478525,0.00902934,-0.0007769716,0.0705808103,-0.0469317101,-9.8175449371
293651065,4995,4995,0.004922797,-0.0007371844,-0.0002402142,0.0525805131,-0.0482046828,-9.8085203171
293651243,4996,4996,0.0066215131,0.0073215975,-0.0010888056,0.1059625223,-0.0188782718,-9.757522583
293651920,4995,4995,0.0086287931,0.0065639317,-0.0001788991,0.0947879553,0.0228613224,-9.7656116486
293657657,4995,4995,0.0026092606,-0.0014844842,-0.0036641415,0.1273577809,-0.0031292534,-9.7715969086
293663756,4998,4998,0.0039750063,0.0108099449,0.0007449292,0.0631449595,0.051741574,-9.7992095947
293671834,4991,4991,0.002229837,0.0118939858,0.00017076,0.039891202,0.0298688561,-9.7862958908
293680287,4998,4998,0.005917633,-0.000676091,-0.0015292473,0.0347714461,0.0819288641,-9.7909555435
293680787,4994,4994,-0.0002502908,0.0067075342,9.38901e-05,0.0335134193,0.0013554269,-9.7700719833
293689943,4997,4997,0.0086182579,0.0042209686,0.0005314957,-0.0087688565,0.0330372974,-9.8107185364
293690396,4995,4995,0.0006104002,0.0043861172,-0.0020173951,-0.043001458,0.0008564566,-9.7901554108
293697358,4994,4994,0.0041275243,0.006938389,0.0015262231,0.0011975914,-0.0684053153,-9.7377920151
293707948,4993,4993,0.008689126,0.0120272031,0.0015744781,0.0506581366,-0.0956360623,-9.7874603271
293719463,5001,5001,0.0013355396,-0.0017817701,-0.0014635792,0.0257825535,-0.0449737832,-9.7797441483
293719451,4993,4993,0.0049278331,0.0067733871,-0.0006849809,0.0938111097,-0.0504000075,-9.7805900574
293817522,4995,4995,0.0100296289,0.0034033314,-0.0128401052,-0.0652802885,-0.4983690083,-9.9593467712
293826760,4997,4997,-0.0065598357,-0.0040632864,-0.0315968767,0.4615243971,0.9779097438,-9.7289400101
293828066,4995,4995,0.0105983149,0.0240915418,-0.0389391631,-0.0135386018,-0.4432592988,-9.7735862732
293831502,4995,4995,-0.0062032579,-0.0110314433,-0.0402157679,0.1513846517,0.731783092,-9.7439088821
293841133,4996,4996,0.0095140096,0.01414325,-0.0349583738,0.2940340042,-0.410233885,-9.8943061829
293839825,4995,4995,-0.0054354444,0.0098870592,-0.0280413069,-0.015845662,0.0758331418,-9.6775140762
293851610,4997,4997,0.0105057908,-0.0011946112,-0.0194186177,-0.3533615172,-0.5082845688,-9.8810358047
293850848,4995,4995,0.0042994949,0.0039373348,-0.0080070859,0.0473244824,-0.1851670295,-9.7423009872
293861350,4996,4996,0.0028745942,0.0171136558,-0.007334623,-0.0466176234,-0.3061420619,-10.0101261139
