time,gInt,aInt,gx,gy,gz,ax,ay,az
746347925,5000,5000,0.0006006388,0.0003500961,-0.0016912585,-0.0242337678,0.0031085957,-9.7704286575
746356206,4994,4994,0.0044987667,0.0102762943,0.0019997223,-0.0268435981,-0.0409146585,-9.801358223
746358887,5001,5001,0.0023333565,-0.0014317402,-0.0022596023,0.013101113,-0.0425678045,-9.8283195496
746368541,4997,4997,0.0061432067,0.0105506415,0.002308106,0.0404376946,-0.0691810772,-9.7556343079
746369338,4996,4996,0.0046109776,-0.0026102411,-0.001411185,0.0756653398,-0.0226319339,-9.7931938171
746377766,5006,5006,0.0043284558,0.0078633809,-0.0011012092,0.089437291,-0.0240840651,-9.8107643127
746379012,4991,4991,0.0054224497,0.0053983061,-0.0011358974,0.097925894,-0.0320539325,-9.8057575226
746381155,5016,5016,0.0065154913,0.0014786153,-0.0015569258,0.1053204089,0.0238877926,-9.7971534729
746386671,4974,4974,0.0067739794,0.0091962814,-0.0004587791,0.115582183,0.014369728,-9.7730455399
746396520,5008,5008,0.0015912738,-0.0013319246,-0.0036679555,0.0801114589,0.0569526628,-9.7724285126
746396001,4994,4994,0.007775743,0.013753619,0.0009823526,0.0858857334,0.0978918299,-9.8113956451
746408223,5006,5006,0.0053128391,-0.0033363586,-0.0009133624,0.0673088357,0.0408035032,-9.774263382
746407511,4991,4991,0.0027930371,0.0131230215,-0.0008344999,-0.0016963979,0.0668303818,-9.8093252182
746413821,5002,5002,0.0057985084,3.84046e-05,-0.0006872701,0.0367708057,0.0185071342,-9.7571401596
746416844,4993,4993,0.0034422518,0.0061218063,-0.0008846798,-0.0322989188,0.0471455939,-9.7964353561
746420835,5002,5002,0.0058573438,0.0083649978,0.0014508233,-0.0194076151,-0.0182815362,-9.803894043
746428358,4790,4790,0.0017434488,-0.00112128,-0.0021021096,0.0055537978,0.0212085601,-9.755947113
746436261,4997,4997,0.005941839,0.0105454875,0.0013446409,-0.0102657937,-0.0591368526,-9.8376436234
746437398,4998,4998,0.0047943923,-0.0017882828,-0.0015070693,0.0244940352,-0.0315454379,-9.7600193024
746438839,4994,4994,0.0027108847,0.0096471058,0.0015302057,0.0480207875,-0.0724897385,-9.7649002075
746450095,4992,4992,0.0079787783,-0.0015427094,-0.0014294456,0.0999658406,-0.0044625788,-9.8224601746
746456803,4994,4994,0.0019627174,0.0080922525,-0.0008047523,0.0837177336,-0.082088314,-9.8337640762
746458453,4997,4997,0.0072764703,0.0033392252,0.0016027674,0.1157510877,0.0265640542,-9.7515516281
746467679,4995,4995,0.0054433132,0.0026837599,-0.0025567904,0.0657179728,0.0143368477,-9.8059043884
746468200,4995,4995,0.0062133321,0.0097734006,0.0014531744,0.1179612055,0.061556492,-9.774271965
746475802,4995,4995,0.0026670224,-0.0016832786,-0.0031741026,0.0347211361,0.0835435688,-9.8092508316
746476950,4996,4996,0.0061579882,0.0118585471,0.0011426046,0.0895360783,0.0704868585,-9.7834701538
746486116,4994,4994,0.0031388593,0.0010201802,-0.0007667824,0.0039296071,0.0622223541,-9.8147125244
746498107,4996,4996,0.0028806378,0.0098591791,0.001376131,0.025975734,0.052046869,-9.7848062515
746498353,4997,4997,0.0062019783,0.0021144073,0.0011373727,-0.0220442172,0.0275636129,-9.7818517685
746509912,4994,4994,0.0005380402,0.0039267065,-0.0012782642,-0.0397894792,-0.0028742263,-9.7908344269
746509716,4993,4993,0.0044236029,0.0077164089,0.0020130409,-0.0223684236,-0.0229980294,-9.7459259033
746511695,4997,4997,0.0036938793,-0.0034721519,-0.001081529,-0.0515859872,-0.0148057481,-9.8147306442
746517833,4997,4997,0.0047360905,0.0124504566,0.0017921756,0.0131120021,-0.0596421361,-9.803445816
746523009,4996,4996,0.0052631265,-0.0015552856,-0.0017332082,0.0391089953,-0.0553958602,-9.7585191727
746522654,4995,4995,0.0063113789,0.0075670788,-7.44001e-05,0.0926872417,-0.0524961054,-9.7747917175
746538692,4996,4996,0.0087070037,0.0020075827,-0.0001709248,0.0713792145,-0.0389108323,-9.8124761581
746536888,4993,4993,0.0028375112,0.0045837848,-0.0009429253,0.1163206026,0.0006723728,-9.7871313095
746542932,4997,4997,0.0086594988,0.006267685,2.97919e-05,0.0815356597,0.0488944463,-9.811126709
746548577,4996,4996,0.0041933605,0.0005329378,-0.0035978591,0.1376820952,-0.0048594424,-9.7826786041
746558679,4996,4996,0.0047827251,0.0128345368,0.0010583056,0.0904009268,0.0648121685,-9.7781705856
746558114,4995,4995,0.0046102302,-0.0017647701,-0.0017821555,0.087116994,0.0364212394,-9.7832612991
746569750,4995,4995,0.004445123,0.0126640191,0.0012385747,-0.007597527,0.0535131022,-9.7845077515
746568705,4996,4996,0.0052014976,0.0007532443,-2.66542e-05,0.0459617823,0.0402189307,-9.808722496
746579268,4995,4995,0.0015308505,0.0069752643,-0.0008653768,-0.020990625,0.0580117181,-9.777097702
746577568,4996,4996,0.0079137543,0.0071987421,0.0010681174,-0.0068360055,-0.0158905182,-9.7898073196
746591113,4996,4996,0.0003234596,0.0015043281,-0.0011014648,-0.0085939504,0.0194789916,-9.7592906952
746592102,4992,4992,0.0055932854,0.0093699908,0.0021901617,-0.0375559814,-0.0196776967,-9.798034668
746592914,5001,5001,0.0012944713,-0.0034876214,-0.0019418823,0.0321664736,-0.0357327498,-9.8217763901
746591882,4992,4992,0.0071234945,0.0136127481,0.0019338907,0.0068511018,-0.030098794,-9.7939300537
746598049,4994,4994,0.0051833019,-0.005206821,-0.0009056578,0.0971571282,-0.0585225411,-9.763961792
746606462,5007,5007,0.006446748,0.0086103706,-0.0013038579,0.0680306405,-0.0282574315,-9.8167877197
746607626,4989,4989,0.0066146902,0.0042693452,0.0001047058,0.1284599751,-0.047886394,-9.8134593964
746617984,4994,4994,0.0036290374,0.0017876753,-0.0021588637,0.0895539746,0.0159889292,-9.7974977493
746618818,4995,4995,0.0082485005,0.0080205454,0.0001008463,0.1086585149,-0.0161189716,-9.802447319
746626335,4994,4994,0.0012020379,-0.0027339438,-0.002593898,0.1119558662,0.0362904333,-9.7526025772
746627724,4996,4996,0.0074694962,0.0131901093,0.002422536,0.0583105907,0.0747335181,-9.8238592148
746630224,4993,4993,0.0040089083,-0.0025961008,-0.0018042681,0.0351624079,0.068035841,-9.8026695251
746638105,5005,5005,0.0029439349,0.013332447,0.0009274934,0.016630549,0.0830838978,-9.7941884995
746647326,4988,4988,0.0054409225,0.0001010845,0.0004312389,0.0269816872,0.0252055507,-9.7835798264
746647773,4997,4997,0.0037586251,0.0059968708,-0.0010377542,-0.0226474367,0.0389744192,-9.7824411392
746656664,4994,4994,0.0050747492,0.0076943864,0.0022315045,-0.0002740245,-0.0353842601,-9.7869634628
746657661,4997,4997,-0.0012947134,-0.0019569756,-0.0010159173,-0.0240200795,0.0147327762,-9.7742776871
746659737,4997,4997,0.0072602425,0.0097038466,0.0012698408,0.0114741493,-0.0361979231,-9.8490362167
746668198,4994,4994,0.0036085444,-0.0026170828,-0.0020808286,0.0317288339,-0.051869113,-9.7755002975
746676716,4995,4995,0.0056017856,0.013233182,-0.0005030506,0.0531222373,-0.0620459616,-9.7586688995
746677869,4994,4994,0.0082481494,-0.0050439225,-0.0018271032,0.0737986118,-0.0437477827,-9.7878379822
746679491,4998,4998,0.0025220211,0.0102174142,-0.0012462129,0.0744967312,-0.0682853684,-9.8415307999
746689067,4993,4993,0.0061983438,0.0027522803,0.0002194286,0.1229305118,0.0256008245,-9.8040657043
746696726,4993,4993,0.0043136515,0.0014222399,-0.0021916919,0.1032934561,0.0255765989,-9.7927942276
746697246,5000,5000,0.0042389617,0.0112470584,-1.10629e-05,0.1113598123,0.0139913885,-9.7741317749
746704628,4994,4994,0.0045540878,-0.0009257288,-0.0026319392,0.0666092634,0.1167142764,-9.7732124329
746709384,4996,4996,0.0065120389,0.0103422236,0.0001005781,0.0724132806,0.019706307,-9.791592598
746709205,4994,4994,0.0030560342,0.0003295419,-0.0012318395,-0.0213630069,0.0928466469,-9.8189687729
746718108,4996,4996,0.0026530856,0.0117612304,-0.0002343219,0.0200683922,0.0187458936,-9.7537908554
746726878,4996,4996,0.0075204237,0.0008445779,0.0018663801,-0.0030597437,0.0570443347,-9.7815170288
746728128,4998,4998,0.0019999377,0.0057377173,-0.0004290387,-0.0115407025,-0.0216595512,-9.7963829041
746737322,4992,4992,0.0020140577,0.006619927,0.0005861801,-0.0184912868,0.0238216314,-9.7569227219
746738089,5003,5003,0.0031997059,-0.0034334203,-0.0012059697,-0.0279905424,-0.0278545786,-9.8061103821
746748801,4989,4989,0.0073144613,0.012907302,0.0012805425,0.0385658592,-0.0452856869,-9.8160028458
746749694,4995,4995,0.0050453725,-0.0017252963,-0.0020150051,0.0610073879,-0.0894536972,-9.7521877289
746756513,4996,4996,0.0056941453,0.0083909836,0.0008635842,0.0692651123,-0.0184905492,-9.7835512161
746758180,4995,4995,0.0069410885,-0.0001521356,-0.0018159542,0.1002470404,-0.0503112674,-9.8079748154
746766667,4995,4995,0.0011045161,0.0077656088,-0.0023200219,0.1234337613,0.0035798873,-9.7779998779
746765948,4995,4995,0.0100611495,0.0043955748,-0.0014885815,0.0933807418,0.0279568527,-9.8095417023
746777620,4996,4996,0.0016547155,0.0011450866,-0.0024325238,0.1284346133,-0.0067788209,-9.7942895889
746778305,4996,4996,0.0066460995,0.0137576517,0.0008097599,0.0823385343,0.0531658195,-9.7948894501
746787403,4994,4994,0.0057014748,-0.002845675,-0.0015874946,0.0792510733,0.0587387159,-9.7852172852
746788723,4998,4998,0.0051949103,0.0125150122,0.0006183948,0.0145139992,0.0467171781,-9.8139629364
746796469,4994,4994,0.0044859112,0.0009813787,-0.0013473189,0.0214382932,0.0707009509,-9.8108892441
746797977,4997,4997,0.0027343691,0.0069583715,-0.0002267508,-0.0207883492,0.0344918594,-9.7609539032
746799969,4994,4994,0.0077182287,0.0037357698,0.0015637373,-0.0257305633,0.0293515045,-9.7944793701
746807626,4996,4996,0.0007144977,0.0030871283,-0.001756071,-0.0200004708,-0.0030784754,-9.7803134918
746826626,4995,4995,0.0059280721,0.0077033746,0.0010864588,-0.0106513426,0.0011520673,-9.7704229355
746827080,4996,4996,0.0031473711,-0.0008484394,-0.0018045028,-0.0031177227,-0.0746837929,-9.8423089981
746827223,4997,4997,0.005549964,0.0121512795,0.000769916,0.0277967285,-0.0676857308,-9.7706108093
746828469,4994,4994,0.0047622002,-0.0034233332,-0.0017638453,0.0631695241,-0.0495958067,-9.7744836807
746836565,4997,4997,0.0039584721,0.008729496,-0.0008265119,0.0940159783,-0.0471314564,-9.7796421051
746837728,4993,4993,0.004979948,0.0017359017,4.01023e-05,0.0883479044,-0.0498919711,-9.7991991043
746839447,4996,4996,0.0038678898,0.0036019613,-0.0024304143,0.090848498,0.0313464515,-9.7882423401
746850505,4996,4996,0.0099842176,0.0080711618,0.0011325182,0.1066441685,0.0236125961,-9.815527916
746856246,4995,4995,0.0002699302,-0.0006020074,-0.0027044509,0.0830576196,0.0291642025,-9.7895679474
746857998,4995,4995,0.0084545929,0.0148510532,0.0013943434,0.0702367648,0.0875063911,-9.7733125687
746868542,4996,4996,0.0054447954,-0.0034884335,-0.0012967918,0.0578673556,0.0589709654,-9.7788686752
746868620,4995,4995,0.00385006,0.0147241624,-0.0010676295,-0.0187357515,0.0742520764,-9.8491201401
746868999,4998,4998,0.0025737947,-0.0005059304,0.0012581142,0.0180647746,0.0046010786,-9.7637815475
746877957,4994,4994,0.0046435245,0.0067289383,-0.0016482252,-0.0171065778,0.0603868552,-9.7727851868
746878105,4995,4995,0.0080348076,0.0065354626,0.0009070901,-0.0380925573,0.0041722916,-9.7812662125
746887606,4996,4996,-0.0008258654,-5.13656e-05,-0.0005194338,-0.0133150034,-0.0010131475,-9.7552194595
746897363,4996,4996,0.0059393947,0.0078654736,0.0007130568,-0.0313913338,-0.0417405479,-9.8397932053
746897153,4998,4998,0.0055531925,-0.0016155948,-0.0035851793,0.0293540116,-0.0499179661,-9.796708107
746899667,4994,4994,0.0047013592,0.0119160814,0.0014320979,0.0484934896,-0.0668750852,-9.7474880219
746908568,4993,4993,0.0066416254,-0.0042682416,-0.0003509708,0.0920765102,-0.0171994083,-9.7703351974
746916791,4995,4995,0.0036170562,0.0086615402,0.0006465193,0.0679141358,-0.0557261035,-9.8198347092
746918201,4997,4997,0.0049111126,0.0026254596,-0.0005287358,0.1429188997,0.0101578524,-9.7730054855
746926796,4994,4994,0.0054707038,0.0029899615,-0.0030576724,0.0709410012,0.0401444547,-9.8124237061
746928015,5000,5000,0.0052746353,0.0092861848,0.0006958641,0.1360701919,0.0188306309,-9.7759838104
746929662,4991,4991,0.0019555341,0.0005568539,-0.0030047584,0.0364651084,0.0994725078,-9.7702741623
746937884,4997,4997,0.008099556,0.0125047062,0.0006710121,0.0978916585,0.0596602261,-9.7753038406
746948697,5000,5000,0.0045996206,-0.0009228437,-0.000922213,-0.0179760493,0.0873159245,-9.8347806931
746948624,4990,4990,0.0046288311,0.0107619371,-6.12895e-05,0.0382948145,0.0539667606,-9.7866477966
746951881,4996,4996,0.0064204047,7.01247e-05,-0.0002913481,-0.0213206243,0.0516383275,-9.7424345016
746958016,4995,4995,0.004533201,0.0062884963,-0.0004727533,-0.0119201923,0.0148000941,-9.801158905
746966775,4996,4996,0.0045855148,0.0065747015,0.0026139719,-0.0270407498,0.0127899088,-9.7570457458
746968382,4995,4995,0.0022905897,-0.0018507756,-0.0021843628,-0.0284112934,-0.0328757651,-9.8168544769
746976313,4998,4998,0.0065694274,0.0111268191,0.0015856908,0.0169400368,-0.0378895141,-9.8300933838
746977450,4993,4993,0.006680245,-0.0012142048,-0.0012091638,0.0316038765,-0.0702870041,-9.7719945908
746983489,4995,4995,0.0047137821,0.0084551144,0.0004126313,0.0975059047,-0.020293396,-9.7533712387
746986322,5005,5005,0.0088421414,-0.0018084735,-0.0020696362,0.0784566402,-0.0558289029,-9.802195549
746996268,4988,4988,0.0026048981,0.006558917,-0.0012089127,0.1273159236,-0.0515077114,-9.7805538177
747007886,4993,4993,0.0087065166,0.0035691734,0.000182401,0.0785769299,0.0224166419,-9.8008670807
