time,gInt,aInt,gx,gy,gz,ax,ay,az
534903836,4998,4998,0.0096579902,0.0116284536,0.0011831372,0.1099318266,0.0477098525,-9.7823791504
534902796,4998,4998,0.001113081,-0.005427592,-0.0020477029,0.1052010208,0.04740097,-9.7734251022
534912852,4992,4992,0.0070101214,0.0137926256,-0.0006648529,0.1287332624,0.1173397899,-9.8071546555
534913059,5000,5000,0.0011291755,0.0013408357,-7.46478e-05,0.0701479465,0.0281031914,-9.7553577423
534924241,4999,4999,0.004376349,0.0055620386,-0.000926092,0.0916949362,0.1684149355,-9.750749588
534922229,5002,5002,0.007752548,0.0056448472,0.0019020436,0.0165876821,0.0898381546,-9.8129472733
534933857,4993,4993,-0.0027017384,0.0034894953,-0.0008813412,0.0285507217,0.0453859195,-9.7193479538
534932864,4993,4993,0.0019395284,0.0102231801,0.0024715927,-0.0440979339,0.0632844046,-9.7853002548
534933701,5001,5001,0.008562577,-0.0026055975,-0.000975898,-0.0308909174,0.033624012,-9.782453537
534935883,4993,4993,-0.0025252404,0.0116220824,0.002254819,-0.0574734844,-0.0735675395,-9.7995672226
534952926,5000,5000,0.0052477648,-0.00109105,0.0005022996,-0.0530160032,0.0328321792,-9.7611103058
534952278,4995,4995,-0.0009638846,0.0055804341,0.0001649251,-0.0421043783,-0.1516736895,-9.7628364563
534963576,5002,5002,0.0075048083,0.0078049875,0.0006090424,-0.0377944261,0.0134585006,-9.8345842361
534963446,4995,4995,0.0027448912,-0.0011209367,-0.0017463984,0.036117658,-0.1206324324,-9.7420835495
534971666,4998,4998,0.0031896841,0.0087985313,0.0008320195,0.0252101123,-0.0063799429,-9.7885732651
534972081,4996,4996,0.0024509032,-0.0040075518,-0.0033953001,0.0933548138,-0.0508858226,-9.7516117096
534984029,5004,5004,0.0103055378,0.0096650859,0.0010688319,0.0816392899,0.0512076318,-9.7853069305
534983545,4994,4994,0.0029531273,-0.0059087682,-0.0023728954,0.0974094868,-0.009825849,-9.7474946976
534993830,4999,4999,0.0044396985,0.0111884801,-5.7574e-06,0.1149428859,0.1426295936,-9.8322353363
534993135,4993,4993,0.0029287327,0.0020975105,-0.0004640911,0.115070127,-0.008602337,-9.7703647614
534995180,4999,4999,0.0012725121,0.0033806036,-0.0023888259,0.0774288774,0.1719788909,-9.7557554245
535010847,4998,4998,0.0096223857,0.0052493471,0.0013156985,0.020009866,0.0740993693,-9.812666893
535014074,5006,5006,-0.0030186188,4.89008e-05,-0.0011553408,-0.0064813062,0.0628545955,-9.7451353073
535013997,4989,4989,-0.0008043578,0.0114020789,0.0017094829,-0.0201841015,0.0502579212,-9.7814102173
535015139,5002,5002,0.0086873248,-0.0024992791,-0.0011202311,-0.0440284349,0.0599172674,-9.7845954895
535018587,5000,5000,-0.0020190554,0.0104327798,0.0015108485,-0.0567396693,-0.0864526555,-9.7844219208
535025870,4990,4990,0.0045543327,0.0004234785,6.02148e-05,-0.0679288507,0.0835613534,-9.7561645508
535032949,5005,5005,-0.0019151036,0.0023621686,-0.0013757199,-0.0383025445,-0.1580525935,-9.7345962524
535044647,4991,4991,0.0077109057,0.0094553949,0.0002452075,-0.0807765871,0.0295864642,-9.8482494354
535043489,5002,5002,0.0024290911,-0.0024289687,-0.0020529171,0.0585531928,-0.1377960742,-9.7443265915
535048602,4996,4996,0.0045476123,0.0072895251,2.37852e-05,0.0082870843,0.0228182264,-9.7995424271
535048502,4996,4996,0.0014958418,-0.0017995323,-0.0035869321,0.111863777,-0.0702035949,-9.7429876328
535063324,5002,5002,0.007501828,0.0095982356,-0.00061542,0.0551386215,0.0928459838,-9.7989368439
535063377,4992,4992,0.0023889577,-0.004045106,-0.0014366792,0.1253585219,-0.0315033235,-9.7665071487
535073597,5001,5001,0.002867915,0.0095842266,-0.0005091091,0.0729753599,0.1577042043,-9.8058261871
535073520,4995,4995,0.0042722137,0.0026330783,0.0011062626,0.1378816813,-0.0129398806,-9.7793273926
535082421,4998,4998,0.0011623789,0.0032995723,-0.0011269025,0.0486382581,0.1578985453,-9.7451457977
535082939,4999,4999,0.0100910496,0.0053156163,0.0026071179,0.0782488361,0.0910978988,-9.8158988953
535090239,5000,5000,-0.0019576584,0.0016798353,-0.0008890814,-0.0366512425,0.0949410349,-9.7468137741
535090803,4995,4995,-0.0010628079,0.0109479846,0.0030718648,0.0108576873,0.0060088187,-9.769317627
535104531,5004,5004,0.0085665723,-0.0041162511,-0.0007440503,-0.0665980205,0.1235615015,-9.8128814697
535105109,5034,5034,-0.0002900132,0.0105578871,0.0011131394,-0.042219568,-0.1218257993,-9.747795105
535114469,4955,4955,0.0014164764,0.0022985477,0.0015195793,-0.0873305723,0.0759141743,-9.7803115845
535113627,4998,4998,0.0013607814,0.000480594,-0.000451095,-0.0410307422,-0.1526417434,-9.7376079559
535125508,5010,5010,0.0060819779,0.0081759775,0.0013577004,-0.0650720745,0.0338410847,-9.8465747833
535124662,4984,4984,0.0026140239,-0.0022982906,-0.003231942,0.0198794808,-0.1348528862,-9.75740242
535126914,5001,5001,0.0031941896,0.008464992,-4.36412e-05,0.0439691357,-0.0010752219,-9.7967834473
535157324,4995,4995,0.0039189626,-0.0036296577,-0.0029165852,0.0558208674,-0.0834617242,-9.8065729141
535158231,4998,4998,0.0070606172,0.0124790706,0.0005118937,0.0679009184,0.0884121358,-9.7585868835
535158141,5006,5006,0.0061418861,-0.0025898896,-0.001588913,0.1322031021,-0.0286049545,-9.7439985275
535158711,4995,4995,0.0022536444,0.0062631341,-0.0011527125,0.0774859786,0.1784151495,-9.8269338608
535157523,4992,4992,0.0067239553,0.005340572,0.0010512868,0.1529904008,-0.0144767798,-9.7951345444
535158470,5012,5012,-0.0014524304,0.0014849936,-0.0013594322,0.030348191,0.1714370102,-9.7657785416
535157976,4982,4982,0.0108286152,0.0063402522,0.0025585096,0.0727255717,0.1032763124,-9.8043842316
535173270,4999,4999,-0.0026306231,-0.0013215179,-0.0020579554,-0.0312487409,0.0991121158,-9.7574672699
535172423,5000,5000,-0.0003120247,0.0143156368,0.0026742495,0.0228499994,0.0172490422,-9.7746524811
535173503,5010,5010,0.0062864232,-0.0028010341,-0.0008210246,-0.0883670226,0.1247547343,-9.819896698
535182119,4997,4997,0.0028403206,0.0073151547,-0.0001222307,-0.0095247813,-0.1086149961,-9.7579584122
535195578,4988,4988,-0.0001263868,0.0045485976,8.3316e-05,-0.1121604815,0.1007674485,-9.7983293533
535195059,5004,5004,0.0026685963,0.0006126508,-0.0012419126,-0.0150507754,-0.1481714398,-9.7133493423
535195286,4992,4992,0.0036628437,0.0088714026,0.0018589265,-0.0811775476,-0.0079624346,-9.8035793304
535202340,5003,5003,0.0052028247,-0.0036798962,-0.002043373,0.0241581034,-0.1222894788,-9.7537164688
535215145,4993,4993,0.0022091856,0.0092465272,0.0002996489,-0.0085161934,-0.0299356449,-9.8134899139
535214550,5011,5011,0.0044851005,-0.0039301519,-0.002697418,0.1177046001,-0.0637387633,-9.7754220963
535215198,4984,4984,0.0049981773,0.0108531881,-0.0010410955,0.0356286503,0.0649321526,-9.7705574036
