time,gInt,aInt,gx,gy,gz,ax,ay,az
699884000,4997,4997,-6.8454e-05,0.0023178712,-0.0011564936,-0.0453146063,-0.0457013063,-9.7752914429
699884616,4991,4991,0.0064083207,0.0056217061,0.0015800534,0.0248114541,-0.0111742029,-9.7568950653
699894618,4999,4999,0.0047696615,0.0001683779,-0.0014583634,-0.0301487297,-0.0202620178,-9.7935304642
699894610,4995,4995,0.0031347978,0.0115124136,0.0001141243,0.0572001301,-0.0583330169,-9.7417221069
699902792,4996,4996,0.0023678688,-0.0028846737,-0.0005652292,0.0129725011,-0.0051408205,-9.8330307007
699903710,4996,4996,0.0078548444,0.0106474515,-0.0003363046,0.0732099414,-0.0255108736,-9.7806491852
699915680,4994,4994,0.0066693677,0.0002514546,0.001202361,0.1065644175,-0.0057553011,-9.7533416748
699916447,4997,4997,0.0026798819,0.0048095733,-0.0006787079,0.0875537992,0.0818772614,-9.7916479111
699923634,4997,4997,0.0065273186,0.0083969878,0.0006082486,0.1311064959,0.0308112912,-9.7739868164
699923264,4993,4993,0.0031410246,-0.0004705871,-0.003923201,0.065468438,0.0907059237,-9.8364810944
699931978,4995,4995,0.0067618005,0.0148255434,0.0003354499,0.0979655758,0.0902285874,-9.8185081482
699932731,4997,4997,0.000830471,-0.0046168501,-0.0026229199,0.0095681529,0.0477630235,-9.7472667694
699944531,4991,4991,0.006220357,0.0122902459,0.0006755774,0.0374590792,0.0960855186,-9.7504386902
699944999,4998,4998,0.0059015732,0.0003181294,-0.0010239446,-0.0310340095,0.0306138955,-9.8084964752
699953315,4997,4997,0.001534172,0.0068736207,-0.0008900702,-0.0281197,0.0273038857,-9.8261604309
699953915,4994,4994,0.0042265705,0.0043216269,0.0003495452,-0.0615729094,-0.0218544379,-9.7857093811
699963637,4994,4994,0.0034644534,-0.0014346695,-0.0023633689,0.0139292618,-0.0518300384,-9.736289978
699964877,4997,4997,0.0089683738,0.0122366576,0.0006391506,-0.0400747247,-0.0002090722,-9.800485611
699974088,4995,4995,0.0031431429,-0.0026535341,-0.0015781907,0.0539983027,-0.0466594957,-9.7507648468
699974897,4996,4996,0.0042281481,0.0109899109,0.0015468402,0.0247267876,-0.0228000116,-9.8173360825
699979183,4995,4995,0.0082508158,-0.001150552,-0.0017579771,0.0891147852,-0.0116697326,-9.815071106
699984689,4999,4999,0.0052505671,0.0091307145,0.0010436861,0.0818564445,0.016838586,-9.7587518692
699993253,4993,4993,0.006960623,0.0017072589,0.0003326102,0.0817471221,0.0696581826,-9.7703619003
699994817,4993,4993,0.0014059034,0.0051747099,-0.0026959283,0.126810208,0.0627416447,-9.7832584381
700003485,5000,5000,0.0079978183,0.0086009437,0.0007122267,0.0861968175,0.0686182082,-9.8256320953
700003723,4992,4992,0.0031360062,0.0006735679,-0.0022367113,0.0795515329,0.1105729118,-9.8226652145
700008451,4995,4995,0.0043859193,0.0112668788,0.001006667,0.0296177734,0.0390598401,-9.737455368
700015561,4998,4998,0.0039577768,-0.0028498929,-0.001436053,0.011619268,0.1205567569,-9.7504272461
700022475,4994,4994,0.0052298158,0.0127967326,-0.0003111298,-0.0204396099,0.0253299493,-9.811709404
700025356,4995,4995,0.0042240866,0.0012150039,-0.0005904196,-0.0028283834,0.0610373542,-9.8320083618
700035132,4993,4993,0.0005487474,0.0053879414,-0.000544038,-0.0642973781,-0.001392068,-9.7926502228
700035934,4998,4998,0.0056667058,0.003016206,0.001234966,0.0242302492,-0.0363603979,-9.7409515381
700039904,4995,4995,0.0045075198,0.0011535294,-0.0028337247,-0.0137704192,-0.0003431524,-9.799123764
700043487,4996,4996,0.0056383163,0.0118355677,0.0021983194,0.0397688262,-0.0417571478,-9.7710027695
700055401,4995,4995,0.0011824858,-0.0062709874,-0.0025746892,0.0116489008,-0.0396691822,-9.8080625534
700056066,4993,4993,0.007762915,0.0128542101,0.0002127615,0.0857620239,-0.0267977379,-9.8131780624
700061322,4999,4999,0.0079900054,-0.0011035914,-0.0006467379,0.0998903438,0.0119260475,-9.7504205704
700061893,4995,4995,0.0025910244,0.0073770992,-0.0011894462,0.0927729383,0.0530442148,-9.7632751465
700075946,4992,4992,0.0054033366,0.0057396959,0.000574408,0.1070900038,0.0521184951,-9.784995079
700076496,4998,4998,0.004209904,0.0010904563,-0.0016376604,0.0959104821,0.0817871764,-9.7981481552
700081873,4996,4996,0.0057483977,0.0137403384,0.0021332505,0.0676549673,0.098991178,-9.8296470642
700081155,4995,4995,0.0011218205,-0.0023652012,-0.0020343377,0.0723147169,0.0729001388,-9.7561130524
700094525,4994,4994,0.0036671807,0.0108343763,0.0016681567,-0.0060688192,0.1086829528,-9.755739212
700105251,4997,4997,0.0042180563,-0.0020440931,-0.001800426,0.0181259662,0.0445563905,-9.7892208099
700104531,4995,4995,0.0024109271,0.01035723,-0.0001169977,-0.0062551084,0.0427400582,-9.8200387955
700105332,4996,4996,0.0042390381,0.0028426005,0.0003572796,-0.0548738576,0.0132814478,-9.7992839813
700113899,4995,4995,0.0011738684,0.0026350599,-0.0022400275,0.0042452402,-0.034506999,-9.7423906326
700120524,4997,4997,0.0081081484,0.0084786806,0.0015149333,-0.0153580178,0.0003550821,-9.7861509323
700119390,4995,4995,0.0017331733,0.0008270921,-0.0018703482,0.0421923399,-0.0713344142,-9.7737121582
700134726,4993,4993,0.0043172869,0.0114623792,0.0011246969,0.0211704336,-0.0046944739,-9.7962627411
700134990,4998,4998,0.0065435781,-0.0024637168,-0.0009182973,0.05464077,-0.0268374234,-9.8089876175
700135555,5000,5000,0.0067149252,0.0127126928,0.0007910179,0.0899680108,-0.0063109226,-9.7642707825
