time,gInt,aInt,gx,gy,gz,ax,ay,az
2080310457,4996,4996,0.0033898968,-0.0011155439,-0.0014606462,-0.0094048781,0.0660761818,-9.7812395096
2080315950,4997,4997,0.0066968133,0.0090174517,0.0010973418,0.0228836816,-0.0013200862,-9.805182457
2080322086,4994,4994,0.0044937814,-0.0008201842,-0.0015064465,-0.0554048307,-0.0371819623,-9.7537755966
2080335648,4999,4999,0.0094218031,-0.003172243,0.0013916721,-0.0215556417,-0.11211209,-9.8048362732
2080336408,4994,4994,0.0045392048,0.0086750742,-0.0005311111,-0.0015842583,-0.1335125566,-9.850569725
2080344764,4997,4997,0.0068900022,0.0047979844,-0.0004246857,0.108886987,-0.1424797922,-9.7429304123
2080345837,4997,4997,0.0066091432,-0.0003777366,-0.0018973581,0.0250574779,-0.0756691471,-9.7791595459
2080354702,4996,4996,0.0090637505,0.0099394675,-8.00355e-05,0.1597749889,-0.1513916254,-9.8466978073
2080354752,4996,4996,0.0074304421,-0.0013189118,-0.0039491998,0.0378568284,0.0381212048,-9.8250455856
2080365004,4995,4995,0.0069856914,0.0104657877,-0.0014547614,0.1661718041,-0.0408240631,-9.8134717941
2080366013,4997,4997,0.0070380168,0.0005791896,-0.0018433424,0.0758613944,0.0812588856,-9.7437705994
2080372640,4999,4999,0.0073360256,0.0102081969,-0.0012477897,0.1155161932,0.0709052458,-9.7989931107
2080373492,4995,4995,0.0080906311,0.0015128254,0.0007043733,0.1031931713,0.0820847601,-9.7637052536
2080385937,4994,4994,0.0034775308,0.006220724,-0.0015811624,-0.0427579097,0.0931394547,-9.8924646378
2080385084,5004,5004,0.0042589004,0.0098309945,0.0007615613,0.0657947585,0.0204228386,-9.7322101593
2080393732,4999,4999,0.0077531487,-0.0045141773,-0.0005472818,-0.0888090953,0.0548510104,-9.7658023834
2080394617,4994,4994,0.00483895,0.0124311419,0.0005897812,0.0247160904,-0.0478236526,-9.8356256485
2080396213,4989,4989,0.0047711967,-0.0004922697,-0.0004624873,-0.0272181425,-0.0524739027,-9.7657032013
2080406865,4997,4997,0.0043063606,0.008216151,-0.0002218847,0.0084307669,-0.0809619203,-9.8529891968
2080414087,4996,4996,0.0084233722,0.0001421653,0.0008055712,0.0025036726,-0.16183649,-9.7805595398
2080413469,4995,4995,0.0016215645,0.0067221331,-0.0016474188,0.0218993388,-0.0975353494,-9.8050603867
2080424898,4997,4997,0.0079368232,0.0044803643,3.72242e-05,0.0968792662,-0.1242030784,-9.7607507706
2080425973,4996,4996,0.0059037548,-0.000752234,-0.0017999721,0.0608383454,-0.0944495499,-9.8205471039
2080435665,4998,4998,0.008708694,0.0128376326,0.0008725584,0.1323896497,-0.0699033141,-9.8454017639
2080436442,4995,4995,0.0121132256,-0.0036047143,-0.0017295545,0.1060582623,0.0419661328,-9.7683572769
2080441437,4996,4996,0.0058174231,0.0076267137,-0.0012513004,0.1469815075,-0.0060984446,-9.8412866592
2080446821,4997,4997,0.0066005732,0.0034528878,-0.0010595807,0.0847389549,0.1007777974,-9.7643995285
2080453357,4996,4996,0.0077224676,0.0041641402,-0.0019838973,0.0977290869,0.0979998186,-9.8182601929
2080455475,4995,4995,0.0076469728,0.0021277138,0.0007315816,0.0686198846,0.0810900331,-9.8331851959
2080461144,4998,4998,0.0010148851,0.0070543918,-0.0016933677,-0.0006842483,0.0536512472,-9.8263978958
2080465559,4999,4999,0.0065517067,0.0066469926,0.0010893377,0.0572362021,0.0284964871,-9.7383146286
2080476685,4993,4993,0.0076772445,-0.0024264413,-0.0011787286,-0.0671454296,0.0233891662,-9.7789793015
2080477519,4998,4998,0.0014025889,0.0132772401,0.0003659318,0.0357659534,-0.0770385116,-9.8439941406
2080482466,4995,4995,0.0061522657,-0.0019667228,0.0007991074,-0.049223274,-0.0493902899,-9.7632255554
2080484375,4996,4996,0.0051696529,0.0080558555,-0.0009802515,-0.0101189734,-0.13183707,-9.8408308029
2080495259,4999,4999,0.0078924084,0.0041845944,0.0003493606,0.0589848533,-0.1395310313,-9.7739639282
2080495920,4994,4994,0.0057906783,0.0038176947,-0.0019284521,0.0187386461,-0.0831204429,-9.7704286575
2080505040,4996,4996,0.0097421557,0.0063564838,-0.0007934726,0.1316323131,-0.1154876128,-9.7990379333
2080506208,4996,4996,0.0041793408,-0.0001471647,-0.0024394046,0.0446211137,-0.0481612943,-9.8197402954
2080514890,4998,4998,0.0080004325,0.0136482688,-0.0007309119,0.1537897885,-0.0184423551,-9.8200340271
2080516381,4997,4997,0.0086748293,-0.0044734711,-0.0009245072,0.0876718089,0.0511954501,-9.7428598404
2080521548,4996,4996,0.0039289459,0.0121671809,-0.0015266258,0.1161657497,0.0427134745,-9.8458766937
2080525531,4997,4997,0.0071539292,0.0024466221,-0.0009758001,0.1029778197,0.1143296286,-9.7573928833
2080534596,4995,4995,0.0078560608,0.0035267414,-0.001202177,0.0601481758,0.0923157036,-9.8328046799
2080535870,4996,4996,0.0060948865,0.0078911185,0.0014275921,0.0665870085,0.0502213985,-9.8168554306
2080545087,4998,4998,0.0048318263,0.0017433827,-0.0019353039,-0.0131948134,0.065655604,-9.7814006805
2080544645,4995,4995,0.007047663,0.007558811,0.0011436339,0.0196061507,-0.0108412998,-9.7880315781
